"category__001","category__002","category__003","category__004","name","img_url","brand","short_desc","priority_price","priority_store","num_of_product","num_of_store","lowest_price","highest_price","category__005","category__006"
"Sách","Sách Văn Học","Tiểu thuyết tình cảm lãng mạn","Tiểu thuyết tình cảm lãng mạn  - Đồng Hoa","Một Nửa Ấm Áp (Tập 1-2)","https://img.sosanhgia.com/images/500x0/6846944a73a04e47b936efd904768708/mot-nua-am-ap-(tap-1-2).jpeg","Đồng Hoa","“Thứ đang chờ đón chúng ta phía trước là những sự an bài mà ta không thể ngờ đến, và cả những sai lầm vặt vãnh nữa. Chúng từ từ, từ từ chia cách chúng ta, khiến đêm nay cuối cùng anh cũng hiểu ra rằng tất cả những vui buồn đều đã hóa tro ...","74.980","Tiki","21","5","74.980","100.000","",""
"Sách","Sách Văn Học","Tiểu thuyết tình cảm lãng mạn","Tiểu thuyết tình cảm lãng mạn  KHÁC","Chuyện Iphone Và Gã Chảnh Mang Mật Danh 49","https://img.sosanhgia.com/images/500x0/2999f7e09e434904bd0c6fe043a8f53c/chuyen-iphone-va-ga-chanh-mang-mat-danh-49.jpeg","KHÁC","Câu chuyện về tình cảm gia đình sâu sắc, tình bạn bất diệt và\nnhững tình yêu đầy hiện thực\n\nCốt truyện cảm động và lôi cuốn, đọng lại dư vị ngọt ngào, sâu\nsắc","44.800","Lazada","2","2","44.800","54.000","",""
"Thiết bị di động","Thiết bị đeo công nghệ","Đồng hồ thông minh","Apple watch","Đồng Hồ Thông Minh Apple Watch SERIES 4 40mm","https://img.sosanhgia.com/images/500x0/0042a42f39bf46ada3dda1ab814c3118/dong-ho-thong-minh-apple-watch-series-4-40mm.jpeg","Apple","- Chất liệu mặt kính Sapphire crystal và đáy làm bằng gốm ceramic\n - Dung lượng 16GB\n - Màn hình Retina LTPO OLED với Force Touch (1000 nits)\n - Hệ điều hành watchOS 5\n - Chip xử lí S4 64-bit dual-core processor\n - Tích hợp GPS, GLONASS, Galileo và QZSS\n - Hỗ trợ Wi-Fi (802.11b/g/n 2.4 GHz), Bluetooth 5.0, kết nối LTE và UMTS\n - Thời lượng pin lên đến 18 giờ","9.519.000","Lazada","7","2","9.519.000","10.490.000","",""
"Thiết bị di động","Thiết bị đeo công nghệ","Đồng hồ thông minh","Apple watch","Đồng Hồ Thông Minh Apple Watch SERIES 4 44mm","https://img.sosanhgia.com/images/500x0/5e872c9fd1fd4ec59bef166fb3aebf87/dong-ho-thong-minh-apple-watch-series-4-44mm.jpeg","Apple","Kích thước màn hình có 2 loại: 40mm và 44mm\n Kết nối: Wi-Fi (802.11b / g / n 2,4 GHz), bluetooth 5.0\n Chức năng: Cảm biến nhịp tim, chức năng đo điện tâm đồ (EKG)\n Tích hợp GPS, GLONASS, Galileo và QZSS\n Gia tốc được cải thiện lên tới 32 g‑forces\n Thời gian sử dụng lên đến 18 giờ\n Pin lithium-ion sạc lại được tích hợp sẵn","9.286.400","Lazada","3","9","899.000","10.894.000","",""
"Máy tính - Thiết bị VP","Thiết bị mạng","Switch","Switch HP","Switch HPE Aruba 2530 24-J9782A","https://img.sosanhgia.com/images/500x0/25434a099df44d7495c72ea4839cb4a8/switch-hpe-aruba-2530-24j9782a.jpeg","HP","","6.198.682","US Express","3","2","6.198.682","9.399.000","",""
"Máy tính - Thiết bị VP","Phụ kiện máy tính","Bàn phím","Bàn phím Rapoo","Bàn phím cơ Rapoo V560 Gaming","https://img.sosanhgia.com/images/500x0/d4e6dfc6ffbc4cf19a05b09c5543582c/bn-phm-c-rapoo-v560-gaming.jpeg","Rapoo","Bàn phím cơ\n Kết nối USB\n Kiểu switch Rapoo Switch\n Phím chức năng Có","990.000","Shopee","2","2","990.000","999.000","",""
"Ô tô / Xe máy","Phụ kiện - Phụ tùng","Phụ kiện ô tô - Xe máy","Phụ kiện ô tô - Xe máy  BASEUS","Bảng số điện thoại trên ô tô Baseus ACNUM-A0G","https://img.sosanhgia.com/images/500x0/c877846887fa486682e6af452eb2701f/bang-so-dien-thoai-tren-o-to-baseus-acnuma0g.jpeg","BASEUS","- Chất liệu nhựa ABS + PC\n - Dễ dàng sử dụng\n - Chất liệu số mềm, dễ dàng thay thế","120.000","Lazada","13","3","120.000","155.000","",""
"Ô tô / Xe máy","Phụ kiện - Phụ tùng","Phụ kiện ô tô - Xe máy","Phụ kiện ô tô - Xe máy  BASEUS","Bảng số điện thoại Baseus LV121 dùng cho xe hơi","https://img.sosanhgia.com/images/500x0/6cb5baeac7114237a9f5debb931c042d/bang-so-dien-thoai-baseus-lv121-dung-cho-xe-hoi.jpeg","BASEUS","Kiểu dáng nhỏ gọn, sang trọng\n Để lại số điện thoại trên xe tiện lợi\n Chất liệu nhựa ABS gia công tỉ mỉ\n Dễ dàng thay số mới vào khe","95.615","Lazada","2","2","95.615","99.000","",""
"Ô tô / Xe máy","Phụ kiện - Phụ tùng","Phụ kiện ô tô - Xe máy","Phụ kiện ô tô - Xe máy  BASEUS","Bảng số điện thoại trên ô tô nhãn hiệu Baseus ACNUM-DD01","https://img.sosanhgia.com/images/500x0/29a4a9cad6564cabbf813b9ca72affaf/bang-so-dien-thoai-tren-o-to-nhan-hieu-baseus-acnumdd01.jpeg","BASEUS","- Chất liệu nhựa ABS\n - Dễ dàng sử dụng\n - Chất liệu số mềm, dễ dàng thay thế","69.000","Tiki","2","125","000","140.000","",""
"Máy tính - Thiết bị VP","Phụ kiện máy tính","Phụ kiện máy tính  Orico","","Sạc Điện Thoại Orico DCV-4U","https://img.sosanhgia.com/images/500x0/fcc3921c1bc94943a2a257d7863b6f0a/sac-dien-thoai-orico-dcv-4u.jpeg","Orico","Sạc nhanh hơn so với cổng 1A thông thường.\n Công suất 20W\n Thiết kế nhỏ gọn\n Tăng tuổi thọ pin","285.000","Sendo","null","null","null","null","",""
"Ô tô / Xe máy","Phụ kiện - Phụ tùng","Phụ kiện ô tô - Xe máy","Phụ kiện ô tô - Xe máy  BASEUS","Bảng số điện thoại trên ô tô Baseus ACNUM-01","https://img.sosanhgia.com/images/500x0/fe6a98dfca044ce6a72eb63d7e8c2a0a/bang-so-dien-thoai-tren-o-to-baseus-acnum01.jpeg","BASEUS","- Chất liệu nam châm + hợp kim nhôm\n - Dễ dàng sử dụng\n - Bảng số điện thoại ô tô số to, rõ ràng","159.000","Lazada","8","2","159.000","225.000","",""
"Thiết bị di động","Phụ kiện điện thoại","Phụ kiện điện thoại  Orico","","Sạc điện thoại Orico TSL-6U","https://img.sosanhgia.com/images/500x0/747a1fe7878f4ba7ae96f914668898f1/sac-dien-thoai-orico-tsl-6u.jpeg","Orico","1 cổng USB Type C 5V3A\n 1 cổng QC 2.0\n 4 cổng 5V 2.4A","620.000","Thành Nhân","null","null","null","null","",""
"Thiết bị di động","Phụ kiện điện thoại","Phụ kiện điện thoại  Remax","","Giá Đỡ Remax RC-C16","https://img.sosanhgia.com/images/500x0/904e2559638c4f479544e455ec7aff85/gia-do-remax-rc-c16.jpeg","Remax","","250.000","Shopee","null","null","null","null","",""
"Thiết bị di động","Thiết bị đeo công nghệ","Đồng hồ thông minh","Đồng hồ thông minh PUTOCA","Smartwatch PUTOCA IP09","https://img.sosanhgia.com/images/500x0/c82ff1f78215407183b6e8e74292b327/smartwatch-putoca-ip09.jpeg","PUTOCA","","199.000","Lazada","null","null","null","null","",""
"Sách","Sách Văn Học","Truyện ngôn tình","Truyện ngôn tình  - Diệp Lạc Vô Tâm","Combo Động Phòng Hoa Chúc Cách Vách + Em Vốn Thích Cô Độc, Cho Đến Khi Có Anh","https://img.sosanhgia.com/images/500x0/ff1a27baf3f4441e96041fe4b69200e3/combo-ng-phng-hoa-chc-cch-vch-em-vn-thch-c-c-cho-n-khi-c-anh.jpeg","Diệp Lạc Vô Tâm","Không ai thực sự biết rõ về Diệp Chính Thần. Diệp Chính Thần – sinh viên y khoa của trường đại học Osaka, một anh chàng lăng nhăng thích cặp kè với những cô gái đẹp trên chiếc xe ô tô đắt tiền hay Diệp Chính Thần – một quân nhân lạnh lùng ẩn chứa nhiều bí mật? Cả Bạc Băng cũng vậy...","129.000","Sendo","3","2","129.000","184.999","",""
"Khác","Cáp tín hiệu","Cáp tín hiệu  Remax","","Cáp MicroUSB Remax Lesu RC-050i","https://img.sosanhgia.com/images/500x0/63330dcf806c4726a66b5e6776743807/cap-microusb-remax-lesu-rc-050i.jpeg","Remax","Model: RC-050i Lesu\n Chiều dài sản phẩm: 100cm\n Loại cáp: Sạc nhanh Lesu","19.000","Shopee","8","3","19.000","69.000","",""
"Sách","Sách Văn Học","Truyện ngôn tình","Truyện ngôn tình  - Diệp Lạc Vô Tâm","Combo Nếu Không Là Tình Yêu + Sự Cám Dỗ Cuối Cùng","https://img.sosanhgia.com/images/500x0/e5d78ddc615b4f318fde76492885bb8f/combo-neu-khong-la-tinh-yeu-su-cam-do-cuoi-cung.jpeg","Diệp Lạc Vô Tâm","Có câu nói,con người trong cả một đời dù sao cũng phải làm vài chuyện khiến bản thân hối hận, như thế cuộc đời mới hoàn chỉnh\n Cho đến tận bây giờ, tôi chỉ làm hai việc giúp cuộc đời mình hoàn chỉnh...","201.500","Tiki","2","203","999","204.001","",""
"Khác","Cáp tín hiệu","Cáp tín hiệu  UGREEN","","Cáp HDMI Ugreen 10261","https://img.sosanhgia.com/images/500x0/2e214857d6b64a9aa927f34a3bd79738/cap-hdmi-ugreen-10261.jpg","UGREEN","Tốc độ truyền dữ liệu 10Gb/s\n\n- Hỗ trợ Dolby® TrueHD và DTS-HD Master Audio™.\n\n- Hỗ trợ HDCP","154.000","Tiki","7","4","154.000","289.000","",""
"Máy tính - Thiết bị VP","Laptop","Laptop HP","","LAPTOP HP 15-DA1030TX-5NM13PA","https://img.sosanhgia.com/images/500x0/16c7c8be90284a228470127227b7b553/laptop-hp-15-da1030tx-5nm13pa.jpeg","HP","","18.989.000","Lazada","null","null","null","null","",""
"Sách","Sách Văn Học","Văn học Nước ngoài","Văn học Nước ngoài  KHÁC","Lập Bia Trường Thọ","https://img.sosanhgia.com/images/500x0/e12d83a5d66c4367a130ae5f688eada4/lap-bia-truong-tho.jpeg","KHÁC","Bốn truyện vừa của nhà văn nổi tiếng Điền Nhĩ (Vòng tròn xe buýt, Sát thủ lão Sài, Lập bia trường thọ và Một mình treo đèn kết hoa) xoay quanh những vấn đề nóng hổi của xã hội đương đại Trung Quốc được miêu tả sinh động và uyển chuyển trong tuyển tập truyện ngắn Lập bia Trường Thọ...","94.250","Shopee","7","5","94.250","123.000","",""
"Sách","Sách Văn Học","Văn học Nước ngoài","Văn học Nước ngoài  KHÁC","Trăng Có Biết Không","https://img.sosanhgia.com/images/500x0/f4574fb55bed471cb5c5ecd7f1a5a293/trang-co-biet-khong.jpeg","KHÁC","Cô nhỏ Song-hwa sống với bà nội trong một ngôi làng bán sơn địa\nnhư rất nhiều ngôi làng Hàn Quốc truyền thống khác. Gia cảnh của cô\nbé khá đặc biệt: không có bố, không có mẹ, rất ít người thân thuộc,\nbà nội cô bé lại làm nghề...","74.100","Tiki","3","3","48.360","66.000","",""
"Thiết bị di động","Phụ kiện điện thoại","Củ sạc - Đế sạc","Củ sạc - Đế sạc  PISEN","Củ sạc Pisen 1A","https://img.sosanhgia.com/images/500x0/25ddc611a20249bfaaca8ceeb9834ca9/cu-sac-pisen-1a.jpeg","PISEN","","89.000","Lazada","null","null","null","null","",""
"Khác","Cáp tín hiệu","Cáp tín hiệu  BELKIN","","Cáp Lightning Belkin F8J023bt2M","https://img.sosanhgia.com/images/500x0/1601b2884fff4400a193c66f974b5d36/cap-lightning-belkin-f8j023bt2m.jpeg","BELKIN","Truyền tải dữ liệu và điện năng nhanh chóng\n\n- Tương thích với tất cả dòng thiết bị smartphone, tablet\n\n- Kết nối dễ dàng, ổn định\n\n- Chất liệu cao cấp, chống cháy, nổ","416.500","Shopee","null","null","null","null","",""
"Thiết bị di động","Phụ kiện điện thoại","Bao da - Ốp lưng - Miếng dán","Bao da - Ốp lưng - Miếng dán  KHÁC","Miếng Dán Trang Trí Decal Laptop Animal Cartoon DCLTDV 182 Mặt Trước","https://img.sosanhgia.com/images/500x0/033cbe5cab3549f8987aaa62e6fc66ad/mieng-dan-trang-tri-decal-laptop-animal-cartoon-dcltdv-182-mat-truoc.jpeg","KHÁC","Thiết kế nổi bật, công nghệ in 3D sắc nét\n Bảo vệ laptop tránh trầy xước, chống bám vân tay\n Dán và gỡ ra không để lại dấu vết\n Thoát nhiệt tốt, tránh nóng máy\n Chất liệu bền bỉ, sử dụng dài lâu","95.000","Tiki","9","95","000","115.000","",""
"Sách","Sách Văn Học","Light novel","Light novel  - Kota Nozomi","Cuộc Chiến Siêu Nhiên Giữa Đời Thường - Tập 12","https://img.sosanhgia.com/images/500x0/7c8a4dd7737c446fa53fe416a0c4a163/cuoc-chien-sieu-nhien-giua-doi-thuongtap-12.jpeg","Kota Nozomi","Tập tiếp theo trong series Cuộc chiến siêu nhiên giữa đời thường, một series light novel hài hước học đường cực kì thú vị, nơi những thành viên trong câu lạc bộ văn học đột nhiên đến một ngày thức tỉnh siêu năng lực.....","81.750","Shopee","9","4","81.750","90.470","",""
"Sách","Sách Tôn Giáo - Tâm Linh","Sách Tôn Giáo - Tâm Linh  - Thích Nhất Hạnh","","Thương Yêu Theo Phương Pháp Bụt Dạy","https://img.sosanhgia.com/images/500x0/02841e0d07cb416ab576b93cde2855f3/thng-yu-theo-phng-php-bt-dy.jpeg","Thích Nhất Hạnh","Khi nói đến thương yêu, ta hay nghĩ rằng đối tượng thương yêu là một người khác. Từ nhỏ chúng ta cũng được dạy rằng phải yêu thương người khác, thậm chí đến quên mình, đó được ca ngợi là đức hy sinh. Nhưng Bụt dạy rằng đối tượng thương yêu đầu tiên phải là chính bản thân mình...","67.150","Tiki","3","3","67.150","79.000","",""
"Sách","Sách Tôn Giáo - Tâm Linh","Sách Tôn Giáo - Tâm Linh  - Thích Nhất Hạnh","","Combo Tĩnh Lặng + Gieo Trồng Hạnh Phúc","https://img.sosanhgia.com/images/500x0/93dd1bfa7c29478d92b5ab6c9d96f5e3/combo-tinh-lang-gieo-trong-hanh-phuc.jpeg","Thích Nhất Hạnh","Còn sống và bước đi trên mặt đất này là một phép lạ, nhưng hầu hết chúng ta lại chạy đi tìm hạnh phúc ở một nơi xa xôi nào đó như thể là có một nơi tốt đẹp hơn để đến vậy. Chúng ta mất rất nhiều thời gian để đi tìm hạnh phúc trong khi đó thế giới quanh ta tràn đầy những mầu nhiệm. Những vẻ đẹp...","90.000","Tiki","5","92","980","128.000","",""
"Sách","Sách Văn Học","Văn học Việt Nam","Văn học Việt Nam  KHÁC","Triệu Bông Hồng","https://img.sosanhgia.com/images/500x0/d8e9359ff87046c3a5a1612b905fe2df/trieu-bong-hong.jpeg","KHÁC","Tập truyện gồm 2 truyện vừa và 3 truyện ngắn mới nhất của tác\ngiả Phạm Thanh Thuý, viết về \n, tuổi trẻ.\nBằng thứ ngôn ngữ giản dị...","52.000","Tiki","null","null","null","null","",""
"Thiết bị di động","Phụ kiện điện thoại","Gậy chụp ảnh","Gậy chụp ảnh  KHÁC","Gimbal Zhiyun Smooth 4","https://img.sosanhgia.com/images/500x0/de68cdc7fc6949a9974a1af4831d6707/gimbal-zhiyun-smooth-4.jpeg","KHÁC","- Chống rung khi bạn quay phim bằng tay\n - Cho video mượt mà, cảm giác chuyên nghiệp hơn\n - Là phiên bản nâng cấp tiếp theo của Zhiyun Smooth 3 và Smooth Q\n - Các nút điều khiển được thiết kế một cách khoa học\n - Thời gian hoạt động tối đa 12 giờ","1.698.000","Lazada","1","1","790","000","",""
"Sách","Sách học ngoại ngữ","Sách học tiếng Anh","Sách học tiếng Anh  KHÁC","Complete TOEIC Listening Comprehension","https://img.sosanhgia.com/images/500x0/2401d482705c4defb1d8623f429fc1ff/complete-toeic-listening-comprehension.jpeg","KHÁC","Contents:\nTest 1, Test 2, Test 3, Test 4, Test 5, Test 6...","116.600","Shopee","12","5","116.600","212.000","",""
"Thiết bị di động","Phụ kiện điện thoại","Bao da - Ốp lưng - Miếng dán","Bao da - Ốp lưng - Miếng dán  KHÁC","Mẫu Dán Decal Laptop Cinema DCLTPR 018 12 inch","https://img.sosanhgia.com/images/500x0/9c2dbd2f43a44f5d9878b78ec680a3ea/mau-dan-decal-laptop-cinema-dcltpr-018-12-inch.jpeg","KHÁC","Hình ảnh chọn lọc, công nghệ in đẹp bằng mực dầu\n Bảo vệ laptop tránh trầy xước, chống bám vân tay\n Thoát nhiệt tốt, tránh nóng máy\n Chất liệu bền bỉ theo thời gian","95.000","Tiki","2","1","115.000","0","",""
"Sách","Sách Văn Học","Truyện ngắn - Tản văn","Truyện ngắn - Tản văn  KHÁC","Quân Khu Nam Đồng","https://img.sosanhgia.com/images/500x0/4b2d63dc0842497796ffb5a3ec125136/quan-khu-nam-dong.jpg","KHÁC","Cuốn truyện kể về cuộc sống tại một quân khu thời chiến rất\nthực\n\nCái nhìn hóm hỉnh, hài hước cùng rất nhiều âu yếm và\ntiếc nuối\n\nNhững chiêm nghiệm và thông điệp sâu sắc về một giai đoạn lịch sử\nđặc biệt của đất nước","79.265","Tiki","11","7","79.265","120.000","",""
"Sách","Sách Văn Học","Tiểu thuyết tình cảm lãng mạn","Tiểu thuyết tình cảm lãng mạn  KHÁC","Tình Dại Khờ - Chia Sẻ Cùng Teen","https://img.sosanhgia.com/images/500x0/bff1a7872b85407d8641108b729feaa0/tinh-dai-kho-chia-se-cung-teen.jpg","KHÁC","51 tâm sự trong cuốn sách này ở độ tuổi từ 14 đến 20 - học cấp\n2, cấp 3, trung cấp, đại học. Mỗi bài viết nhỏ là một tâm sự rất\nchân thành của học trò về mối tình của mình với những cung bậc khác\nnhau: có dại khờ,...","32.500","Tiki","2","2","32.500","42.500","",""
"Thiết bị di động","Phụ kiện điện thoại","Củ sạc - Đế sạc","Củ sạc - Đế sạc  ANKER","Củ sạc Anker A2054 PowerPort Speed 5","https://img.sosanhgia.com/images/500x0/6a642138579b4c86a53da0ecbadbb4d5/cu-sac-anker-a2054-powerport-speed-5.jpeg","ANKER","Chất liệu cao cấp siêu bền\n Tốc độ truyền điện năng khi sạc pin nhanh chóng\n Tương thích tốt với nhiều thiết bị sử dụng cổng sạc USB","1.099.000","Lazada","2","2","1.099.000","1.100.000","",""
"Sách","Sách Văn Học","Tiểu thuyết tình cảm lãng mạn","Tiểu thuyết tình cảm lãng mạn  KHÁC","Kỷ Vật Tình Yêu","https://img.sosanhgia.com/images/500x0/09a9454ea77b47bc96317499ddf3af40/ky-vat-tinh-yeu.jpg","KHÁC","Những câu chuyện kể về lòng yêu thương dung dị, nhẹ nhàng nhưng\ncũng không kém phần sâu sắc\n\nĐưa bạn trải qua nhiều cung bậc cảm xúc","19.500","Tiki","null","null","null","null","",""
"Sách","Sách học ngoại ngữ","Sách học tiếng Anh","Sách học tiếng Anh  KHÁC","Sharpening Skill For The TOEFL iBT 1","https://img.sosanhgia.com/images/500x0/f4e8c1b08695481db29ffb01a13799d1/sharpening-skill-for-the-toefl-ibt-1.jpg","KHÁC","Cuốn sách được biên soạn và cập nhật dựa theo những yêu cầu mới\ncủa các kỳ thi TOEFL\n\nGiúp học viên rèn luyện và nâng cao khả năng làm bài thi TOEFL\n\nCung cấp cho học viên cái nhìn và cảm nhận về một bài thi TOEFL iBT\nthật","60.060","Lazada","2","2","60.060","94.500","",""
