"category__001","category__002","category__003","category__004","name","img_url","brand","short_desc","priority_price","priority_store","num_of_product","num_of_store","lowest_price","highest_price","category__005","category__006"
"Kỹ thuật số","Tai nghe","Tai nghe  SENDEM","","Tai nghe bluetooth Sendem G5","https://img.sosanhgia.com/images/500x0/02fe2c40cb4f477da6e3a15b3453bdf3/tai-nghe-bluetooth-sendem-g5.jpeg","SENDEM","Phiên bản Bluetooth 5.0\n Nghe gọi, trả lợi điện thoại chỉ cần chạm nhẹ vào tai nghe như trên hình\n Hộp đựng tai nghe nhỏ gọn, có thể để trong túi áo hoặc túi quần\n Dung lượng pin tai nghe: 35mAh - Dùng liên tục nghe gọi 3 giờ\n Hộp đựng dung lượng pin 250mah - Dùng liên tục trong 100 giờ, sạc được 7.5 lần tai nghe","319.000","Shopee","10","3","319.000","449.000","",""
"Kỹ thuật số","Tai nghe","Tai nghe  SENDEM","","Tai nghe Bluetooth Sendem K33","https://img.sosanhgia.com/images/500x0/65327d7365694b15a879917fc19e067f/tai-nghe-bluetooth-sendem-k33.jpeg","SENDEM","Phiên bản Bluetooth: v5.0\n Dung lượng pin: 200mAh\n Thời gian nghe nhạc: 5 giờ\n Thời gian chờ: 100 giờ\n Thời gian sạc: 1 giờ\n Thời gian đàm thoại: 5 giờ\n Hỗ trợ thẻ nhớ Micro SD tối đa: 32Gb","235.000","Shopee","15","3","230.000","389.000","",""
"Nhà cửa đời sống","Trang trí Nội thất","Đèn chiếu sáng","Đèn chiếu sáng  USA Store","ĐÈN NGỦ KIỂU DÁNG CỐC ĐỔ F2 CDS1153","https://img.sosanhgia.com/images/500x0/1a4f65b2d17041af9adbd8a7e4850783/den-ngu-kieu-dang-coc-do-f2-cds1153.jpeg","USA Store","Chiếc đèn ngủ được sáng tạo với kiểu dáng như một ly nước đổ xuống\n Mang lại cho căn phòng của bạn một cảm giác ấm áp và cũng rất lạ mắt, thú vị.\n Đèn ngủ ly nước đổ với phần thân đèn được làm từ nhựa cao cấp","18.900","Lazada","3","1","19.999","0","",""
"Kỹ thuật số","Tai nghe","Tai nghe  SENDEM","","Tai Nghe Bluetooth SENDEM E33","https://img.sosanhgia.com/images/500x0/3d09d353e69b44ef9cd2befc20a9b326/tai-nghe-bluetooth-sendem-e33.jpeg","SENDEM","Thiết kế chống nước, cách âm tốt\nThời gian nghe nhạc: 4-5 giờ\nThời gian chờ: 150 giờ","260.000","Tiki","null","null","null","null","",""
"Nhà cửa đời sống","Trang trí Nội thất","Đèn chiếu sáng","Đèn chiếu sáng  USA Store","ĐÈN NGỦ HẢI ĐĂNG DECOR CDS1007 30CM","https://img.sosanhgia.com/images/500x0/f9ac325062984f58ac4542e43d8fc2bd/den-ngu-hai-dang-decor-cds1007-30cm.jpeg","USA Store","Kích Thước : 28x9,5 cm\n Trọng Lượng : 180gr\n Đèn ngủ vừa là công cụ chiếu sáng tiện dụng, vừa là vật trang trí đẹp mắt.","99.000","Lazada","null","null","null","null","",""
"Kỹ thuật số","Tai nghe","Tai nghe  SENDEM","","Tai Nghe Nhét tai Sendem U203","https://img.sosanhgia.com/images/500x0/91a7df6018c14a519a5f073366ba7f07/tai-nghe-nht-tai-sendem-u203.jpeg","SENDEM","","79.000","Lazada","2","2","79.000","99.000","",""
"Nhà cửa đời sống","Trang trí Nội thất","Đèn chiếu sáng","Đèn chiếu sáng  USA Store","ĐÈN CHIẾU NĂNG LƯỢNG MẶT TRỜI FUTURE FX20","https://img.sosanhgia.com/images/500x0/267288813edb4a57bba2827b95e7d4a8/den-chieu-nang-luong-mat-troi-future-fx20.jpeg","USA Store","Công suất 1 W\n Kích thước 11.3x9x5 cm\n Kích thước hộp 11x6x12cm","54.000","Lazada","7","54","000","108.000","",""
"Sức khỏe - Làm đẹp","Mỹ phẩm","Chăm sóc tóc","Dưỡng tóc","Dầu Gội Thorakao Bồ Kết 400ml","https://img.sosanhgia.com/images/500x0/7c342df2d87f443a9baf0ed20c46210e/dau-goi-thorakao-bo-ket-400ml.jpeg","Thorakao","","49.000","Shopee","27","4","49.000","75.000","Dầu gội - Dầu xả","Dầu gội - Dầu xả  Thorakao"
"Nhà cửa đời sống","Nội thất nhà cửa","Bàn ghế","Bàn ghế văn phòng","Ghế gấp Hòa Phát","https://img.sosanhgia.com/images/500x0/37ff01d72c33417f8ae4c6cee22e6979/ghe-gap-hoa-phat.jpeg","HÒA PHÁT","Khung thép hình ovan chịu lực\n\nCó thể gấp gọn khi không dùng đến\n\nKiểu dáng hiện đại, bắt mắt","150.000","Shopee","11","3","150.000","320.000","Bàn ghế văn phòng  HÒA PHÁT",""
"Nhà cửa đời sống","Nội thất nhà cửa","Bàn ghế","Bàn ghế  KHÁC","Bàn học có giá sách IBIE 80 x 60 x 180 cm","https://img.sosanhgia.com/images/500x0/e8783d0cf7b04503ba1263f0c1d52eaf/ban-hoc-co-gia-sach-ibie-80-x-60-x-180-cm.jpeg","KHÁC","Chất liệu gỗ MDF nhập khẩu Malaysia và sơn cao cấp\n\nCó các ngăn kệ, hộc bàn tiện lợi\n\nMàu sắc sinh động, họa tiết đáng yêu","2.890.000","Tiki","11","2","2.890.000","3.690.000","",""
"Nhà cửa đời sống","Nội thất nhà cửa","Bàn ghế","Bàn ghế  KHÁC","Bàn học có giá sách IBIE 120 x 60 x 180 cm","https://img.sosanhgia.com/images/500x0/155baf02440149229180d7276e375823/ban-hoc-co-gia-sach-ibie-120-x-60-x-180-cm.jpeg","KHÁC","Chất liệu gỗ MDF nhập khẩu Malaysia và sơn cao cấp\n\nCó các ngăn kệ, hộc bàn tiện lợi\n\nMàu sắc sinh động, họa tiết đáng yêu","4.190.000","Tiki","null","null","null","null","",""
"Nhà cửa đời sống","Trang trí Nội thất","Cây hoa trang trí","Cây hoa trang trí  Lavender","Hoa khô Lavender","https://img.sosanhgia.com/images/500x0/9cc232a0e30445f6bb53c69799806a5b/hoa-kho-lavender.jpeg","Lavender","","220.000","Lazada","3","380","000","745.000","",""
"Nhà cửa đời sống","Đồ dùng gia đình","Giá phơi - Móc quần áo","Giá phơi - Móc quần áo  USA Store","MÓC TREO ĐỒ 5 MÓC KẸP CDS1137","https://img.sosanhgia.com/images/500x0/06402733ffac4a378acdc4b7ae5e028d/1883.jpeg","USA Store","Giữ quần áo luôn tươm tất và không gian sống luôn gọn gàng, ngăn nắp.\n Chất liệu nhựa bền đẹp, chịu được trọng lượng cao.\n Kiểu dáng gọn nhẹ, dễ dàng di chuyển, đặt để ở nhiều vị trí.","63.470","Lazada","9","63","470","116.160","",""
"Nhà cửa đời sống","Nội thất nhà cửa","Bàn ghế","Bàn ghế  KHÁC","Bàn học gấp gọn có khe cắm","https://img.sosanhgia.com/images/500x0/0513d002535940e59f341c7d4504e349/ban-hoc-gap-gon-co-khe-cam.jpeg","KHÁC","- Có khe cắm ipad, điện thoại\n - Gọn gàng chắc chắn\n - Dễ di chuyển, kể cả xếp va li mang theo cho chuyến đi học xa nhà sắp tới","46.715","Lazada","9","47","000","79.000","",""
"Nhà cửa đời sống","Đồ dùng gia đình","Giá phơi - Móc quần áo","Giá phơi - Móc quần áo  KHÁC","Thanh treo đồ hút chân không","https://img.sosanhgia.com/images/500x0/d110da7266754ee6a412c765f1657488/thanh-treo-do-hut-chan-khong.jpeg","KHÁC","","7.900","Shopee","23","3","7.900","114.500","",""
"Nhà cửa đời sống","Đồ dùng gia đình","Giá phơi - Móc quần áo","Giá phơi - Móc quần áo  KHÁC","MÓC TREO QUẦN ÁO 5 TẦNG","https://img.sosanhgia.com/images/500x0/47976b5405e5491aa9c1e9f7b1773b98/moc-treo-quan-ao-5-tang.jpeg","KHÁC","","17.500","Shopee","10","2","17.500","598.000","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Sơn - Dầu mỡ - Hóa chất","Sơn - Dầu mỡ - Hóa chất  DULUX","Dulux Weathershield Powerflexx Bề Mặt Bóng 1L","https://img.sosanhgia.com/images/500x0/b9661525a5cb44b2b912f598027bdd2e/dulux-weathershield-powerflexx-be-mat-bong-1l.jpeg","DULUX","Công nghệ Keep CoolTM làm mát nhà tới 5 oC\n Công nghệ Alkali Guard chống kiềm hóa vượt trội\n Sản phẩm đạt Chứng chỉ Xanh Singapore.","380.000","Lazada","11","2","380.000","481.000","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Dụng cụ làm vườn","Dụng cụ làm vườn  KHÁC","Keo dính chuột","https://img.sosanhgia.com/images/500x0/a24570dfb3e34a4f9ae31c549b3f6dee/keo-dinh-chuot.jpeg","KHÁC","- Miếng dính chuột có độ dính gấp 2 lần so với miếng dính thường và đặc biệt là không bị chảy ở nhiệt độ phòng.\n- Miếng dính có đế dày và cứng khiến cho chuột bị dính không thể cắn tấm bìa ở dưới để thoái ra như miếng dính thông thường.\n- Có thể sử dụng nhiều lần để tiết kiệm chi phí.","3.822","Shopee","25","3","3.822","130.000","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Dụng cụ cầm tay","Dụng cụ cầm tay  KHÁC","Ke góc nam châm lực hút CT603 33kg","https://img.sosanhgia.com/images/500x0/d4c500a61b174c98b9f5368d7f5b11ae/ke-goc-nam-cham-luc-hut-33kg.jpeg","KHÁC","","50.000","Shopee","34","4","50.000","230.000","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Máy đo - Thước đo","Máy đo - Thước đo  KHÁC","Thước đo Laser SIMI SNDWAY SW-M60","https://img.sosanhgia.com/images/500x0/02e71f4661924094ad492e2290b2479f/thc-o-laser-simi-sndway-swm60.jpeg","KHÁC","","466.650","Shopee","29","4","466.650","579.000","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Thiết bị điện","Thiết bị điện - Ổ cắm điện LIOA","APTOMAT CHỐNG DÒNG RÒ LIOA 4 CỰC 40A RCCB 4P","https://img.sosanhgia.com/images/500x0/2f6766cfba2a477ea2ee3c7cdca78caa/aptomat-chong-dong-ro-lioa-4-cuc-40a-rccb-4p.jpeg","LIOA","Điện áp định mức: 240V AC\n Số cực: 4P\n Dòng định mức: 40A","320.000","Tiki","null","null","null","null","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Máy mài, cưa, cắt, đánh bóng","Máy mài, cưa, cắt, đánh bóng  DCA","MÁY MÀI GÓC DCA ASM11-100","https://img.sosanhgia.com/images/500x0/cb2c145a6d004307ad754ce4955b27b3/may-mai-goc-dca-asm11-100-s1m-ff11-100.jpeg","DCA","","550.000","Lazada","7","3","550.000","560.000","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Thiết bị điện","Thiết bị điện - Ổ cắm điện LIOA","Ổ cắm LiOA 4SOF5W","https://img.sosanhgia.com/images/500x0/bd179c21059043fea47df3e84a9c316c/o-cam-lioa-4sof5w.jpeg","LIOA","Chịu nhiệt tốt, an toàn cho người sử dụng\n\n- Gồm 4 lỗ cắm và 4 công tắc đóng mở\n\n- Cắm được hầu hết các loại phích cắm trên thế giới","104.900","Shopee","6","4","104.900","125.000","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Máy đo - Thước đo","Máy đo - Thước đo  KINGTONY","THƯỚC GÓC THỦY KINGTONY 79062-12","https://img.sosanhgia.com/images/500x0/308a99e795c9403caa822e8e7f5b17b0/thc-gc-thy-kingtony-7906212.jpeg","KINGTONY","Quy cách: 300mm\n Chữ số được khắc trực tiếp lên thước\n Có ống căn bằng nivo chính xác","225.000","Shopee","4","3","225.000","237.000","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Máy mài, cưa, cắt, đánh bóng","Máy mài, cưa, cắt, đánh bóng TOTAL","MÁY CƯA KIẾM TOTAL TS100806","https://img.sosanhgia.com/images/500x0/38b886f97d244c2ab0399fe263db48d9/may-cua-kiem-total-ts100806.jpeg","TOTAL","Điện thế: 220-240V~50-60Hz\n Công suất: 750 W\n Tốc độ không tải: 900-3300 rpm","950.000","Shopee","19","4","950.000","1.088.000","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Máy mài, cưa, cắt, đánh bóng","Máy mài, cưa, cắt, đánh bóng  DCA","Máy cưa kiếm 590W DCA AJF30 J1F-FF-30","https://img.sosanhgia.com/images/500x0/0322d10a2f62409f87bff7082c177c2c/may-cua-kiem-590w-dca-ajf30-j1f-ff-30.jpeg","DCA","","1.240.000","Lazada","9","4","1.240.000","1.500.000","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Dụng cụ cầm tay","Cờ lê - Mỏ lết - Tua vít","ĐẦU NỐI KINGTONY 2221","https://img.sosanhgia.com/images/500x0/fdd653ed22a7498bad7947ac198e4c8f/u-ni-kingtony-2221.jpeg","KINGTONY","Đầu tuýp dùng để vặn Bu lông đai ốc\n An toàn khi sử dụng \n Được làm từ thép hợp kim Chrome Vanadi","25.000","Shopee","6","3","25.000","35.000","Cờ lê - Mỏ lết - Tua vít KINGTONY",""
"Nhà cửa đời sống","Tân trang nhà cửa","Dụng cụ cầm tay","Cờ lê - Mỏ lết - Tua vít","Cần siết chỉnh lực Kingtony 34423","https://img.sosanhgia.com/images/500x0/c3db209e9d94408fa68cabfbde734dd0/cn-sit-chnh-lc-kingtony-34423.jpeg","KINGTONY","","788.000","Shopee","12","3","788.000","895.000","Cờ lê - Mỏ lết - Tua vít KINGTONY",""
"Nhà cửa đời sống","Trang trí Nội thất","Tủ - kệ - giỏ - hộp","Tủ - kệ - giỏ - hộp  Đức Thành","KỆ GIÀY 2 TẦNG GỖ ĐỨC THÀNH 48372K","https://img.sosanhgia.com/images/500x0/2aac571396bf4efdbf501dcf41f54467/ke-giay-2-tang-go-duc-thanh-48372k.jpeg","Đức Thành","Chất liệu gỗ cao su cao cấp\n Kiểu dáng nhỏ gọn, xinh xắn\n Thiết kế chắc chắn","199.000","Lazada","3","3","199.000","329.000","",""
"Nhà cửa đời sống","Trang trí Nội thất","Đồng hồ trang trí","Đồng hồ trang trí  KHÁC","Đồng hồ treo tường Aoyun","https://img.sosanhgia.com/images/500x0/22f83e02482543adb0be33d08230f730/dong-ho-treo-tuong-aoyun.jpeg","KHÁC","- Thời gian hiển thị chính xác, rõ ràng\n - Thiết kế đẹp mắt, màu sắc hiện đại\n - Nhỏ gọn, phù hợp với nhiều không gian","190.000","Lazada","1","1","329.000","0","",""
"Nhà cửa đời sống","Trang trí Nội thất","Đồng hồ trang trí","Đồng hồ trang trí  KHÁC","Đồng hồ B1525-3 Tách cafe","https://img.sosanhgia.com/images/500x0/7d5c0e91d59b49058ec27465f8c6acf4/dong-ho-b1525-3-tach-cafe.jpeg","KHÁC","- Chất liệu gỗ cao cấp, bền đẹp, chống mối mọt\n - Mực in chất lượng, sử dụng giấy in PP cao cấp\n - Kiểu dáng hiện đại, tô điểm cho không gian sống của bạn thêm sinh động","151.000","Lazada","3","3","108.000","120.000","",""
"Nhà cửa đời sống","Trang trí Nội thất","Đồng hồ trang trí","Đồng hồ trang trí  KHÁC","Đồng hồ tranh 1T4060-19 Việt Nam mến yêu","https://img.sosanhgia.com/images/500x0/726544fb22eb4c3ea0453e53f324161d/dong-ho-tranh-1t4060-19-viet-nam-men-yeu.jpeg","KHÁC","- Chất liệu gỗ cao cấp, bền đẹp, chống mối mọt\n - Mực in chất lượng cùng hình ảnh có độ phân giải cao\n - Thích hợp làm vật dụng trang trí, quà tặng sang trọng","269.000","Lazada","null","null","null","null","",""
"Nhà cửa đời sống","Trang trí Nội thất","Đồng hồ trang trí","Đồng hồ trang trí  KHÁC","Đồng hồ B1525-36 Cánh Diều Tuổi Thơ","https://img.sosanhgia.com/images/500x0/4aa6ff62f5c64466b13186a8db494d21/dong-ho-b1525-36-canh-dieu-tuoi-tho.jpeg","KHÁC","- Chất liệu gỗ cao cấp, bền đẹp, chống mối mọt\n - Mực in chất lượng, sử dụng giấy in PP cao cấp\n - Kiểu dáng hiện đại, tô điểm cho không gian sống của bạn thêm sinh động","151.000","Lazada","null","null","null","null","",""
"Nhà cửa đời sống","Trang trí Nội thất","Đồng hồ trang trí","Đồng hồ trang trí  KHÁC","Đồng Hồ Treo Tường PROSPER ĐH-PP25","https://img.sosanhgia.com/images/500x0/fb42a21c1f1849ee9bf17ba5c70587fb/dong-ho-treo-tuong-prosper-dh-pp25.jpeg","KHÁC","","72.450","Lazada","3","75","075","155.925","",""
"Nhà cửa đời sống","Trang trí Nội thất","Đồng hồ trang trí","Đồng hồ trang trí  KHÁC","Đồng hồ cà chua Pomodoro","https://img.sosanhgia.com/images/500x0/3adce2a78a854820860324a88208c68f/dong-ho-ca-chua-pomodoro.jpeg","KHÁC","- Chất liệu: Nhựa\n - Nguyên lý: hoạt động bằng lò xo, không sử dụng pin.\n - Phạm vi thời gian: 0-60 phút.","32.990","Shopee","4","2","32.990","69.000","",""
"Nhà cửa đời sống","Trang trí Nội thất","Cây hoa trang trí","Cây hoa trang trí  KHÁC","Sen đá nhựa","https://img.sosanhgia.com/images/500x0/d44732bcfd2b4478a836303a69a6d075/sen-da-nhua.jpeg","KHÁC","- Chất liệu: nhựa và cao su tổng hợp.\n- Chậu đựng có chất liệu bằng gốm đất nung kiểu hình khối đa diện.","19.000","Shopee","3","22","000","35.000","",""
"Thiết bị di động","Sạc dự phòng","Sạc dự phòng ROMOSS","","Pin dự phòng Romoss Sense 6 Plus 20000mAh","https://img.sosanhgia.com/images/500x0/f4aade0d4c5246eebad42a3a422a0fd1/pin-du-phong-romoss-sense-6-plus-20000mah.jpg","ROMOSS","Sản phẩm là gọn nhẹ\n\n- Dung lượng 20.000 mAh\n\nLoại pin: Pin sạc Lithium-ion.\n\nThời gian sạc: Khoảng 13 giờ qua 10w bộ chuyển đổi.\n\nĐầu vào: DC 5V 2.1A.\n\nĐầu ra: USB1: DC 5V 1A; USB2: DC 5V 2.1A (MAX 2.4A)\n\nSố Lần Sạc: hơn 8 lần với điện thoại Iphone 4","235.000","Shopee","12","4","235.000","574.000","",""
"Thiết bị di động","Sạc dự phòng","Sạc dự phòng ROMOSS","","Pin sạc dự phòng Romoss Sense 6 20.000mAh","https://img.sosanhgia.com/images/500x0/c6dd2475a420490594869584bded4749/pin-sac-du-phong-romoss-sense-6-20000mah.jpeg","ROMOSS","Hỗ trợ sạc cho tất cả các thiết bị kỹ thuật số có cổng USB và có\nđiện áp là 5V.\n\nThiết kế tinh tế, chắc chắn, tính di động cao.\n\nTự động ngắt khi đã sạc đầy pin.\n\nCó đèn Led thông báo tình trạng pin\n\nCùng lúc nhận nguồn điện sạc và sạc ra cho thiết bị giúp bạn tiết\nkiệm thời gian.\n\nDung lượng pin: 20000mAh","205.000","Shopee","30","4","205.000","355.000","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Máy khoan","Máy bắt vít","MÁY BẮT VÍT TOTAL TIRLIE2001","https://img.sosanhgia.com/images/500x0/5885effc97514efb8684df3b2ad80a6b/my-bt-vt-total-tirlie2001.jpeg","TOTAL","Tốc độ không tải: 0-1300 / 0-2100 / phút\n Tốc độ đập: 0-2000 / 0-3300bpm\n Lực xoắn tối đa: 170NM.","778.000","Shopee","4","2","778.000","830.000","Máy bắt vít TOTAL",""
"Nhà cửa đời sống","Tân trang nhà cửa","Máy khoan","Máy khoan TOLSEN","MÁY KHOAN TOLSEN 79033","https://img.sosanhgia.com/images/500x0/20f9e49cc9174ecf92ab4df4a77d3e92/my-khoan-tolsen-79033.jpeg","TOLSEN","Ly hợp: vòng cài đặt 18 + 1\n Mô-men xoắn cực đại: 38Nm\n Chuck: chuck keyless 10 mm","2.453.000","Shopee","null","null","null","null","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Máy khoan","Máy khoan TOTAL","MÁY KHOAN TOTAL TIDLI1232","https://img.sosanhgia.com/images/500x0/216ea628944b44a58893e6a751c0d390/my-khoan-total-tidli1232.jpeg","TOTAL","Điện thế khoan: 12V\n Tốc độ không tải : 0-350/0-1350/min\n Lực búa tối đa: 22500bpm","920.000","Shopee","8","3","920.000","1.169.000","",""
"Nhà cửa đời sống","Trang trí Nội thất","Tranh","Decal dán tường","Decal trang trí hoa sen","https://img.sosanhgia.com/images/500x0/64fc1a4af5c448fcbbae1619e5f21f73/decal-dan-tuong-hoa-sen.jpeg","BinBin","- Được làm từ nhựa PVC không độc hại\n- Không gây ô nhiễm môi trường\n- In bằng công nghệ cao\n- Không viền trắng không bay màu theo thời gian","25.000","Lazada","8","2","25.000","87.500","Decal dán tường  BinBin",""
"Nhà cửa đời sống","Trang trí Nội thất","Đèn chiếu sáng","Đèn chiếu sáng  Suntek","BÓNG ĐÈN LED TIẾT KIỆM ĐIỆN SUNTEK 12W","https://img.sosanhgia.com/images/500x0/65d121d69a074cfa94862a4a677bf214/bong-den-led-tiet-kiem-dien-suntek-12w.jpeg","Suntek","Tiết kiệm điện\n Chất lượng ánh sáng cao\n Tuổi thọ dài gấp 15 lần so bóng sợi đốt\n Kiểu dáng sang trọng","88.000","Tiki","9","3","88.000","233.100","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Máy khoan","Máy khoan TOTAL","MÁY KHOAN BÚA TOTAL TG111165E","https://img.sosanhgia.com/images/500x0/4ab6f2de2c5949c2aed6673e2656d989/may-khoan-bua-total-tg111165e.jpeg","TOTAL","- Điện thế: 220-240V~50-60Hz\n - Công suất: 1050W\n - Tốc độ không tải: 0-11000rpm/0-3000rpm\n - Khả năng khoan tối đa: 16mm","1.245.000","Lazada","10","4","1.245.000","1.400.000","",""
"Nhà cửa đời sống","Trang trí Nội thất","Đèn chiếu sáng","Đèn chiếu sáng  LIOA","ĐÈN ỐP TRẦN TƯỜNG LIOA OOVP","https://img.sosanhgia.com/images/500x0/8fb7f76bd0904d3d908e306a1abc7029/den-op-tran-tuong-lioa-oovp.jpeg","LIOA","Vật liệu nhựa chống sốc.\n Chống tác động của tia UV.\n Không gỉ và chống ăn mòn.","250.000","Tiki","15","3","250.000","292.500","",""
"Nhà cửa đời sống","Trang trí Nội thất","Đèn chiếu sáng","Đèn chiếu sáng  LIOA","ĐÈN BÀN LIOA LIDB27","https://img.sosanhgia.com/images/500x0/acc0c4f710dc4be29fea95127cf52185/den-ban-lioa-lidb27.jpeg","LIOA","Công suất bóng 27W cho ánh sáng mạnh, liên tục, tiết kiệm điện đến 80%\n Thiết kế khớp quay giúp điều chỉnh hướng sáng tiện lợi sử dụng\n 2 ổ cắm đa năng trên thân đế, có thể dùng thêm các thiết bị điện khác","805.000","Sendo","null","null","null","null","",""
"Nhà cửa đời sống","Trang trí Nội thất","Đèn chiếu sáng","Đèn chiếu sáng  LIOA","ĐÈN LED HƯỚNG SÁNG LIOA LI-SD2U/120W/BT","https://img.sosanhgia.com/images/500x0/b69333bc974d40e68ac081924ae714a7/den-led-huong-sang-lioa-lisd2u120wbt.jpeg","LIOA","Kiểu dáng công nghiệp hiện đại\n Tuổi thọ đèn cao\n Lắp đặt dễ dàng","4.160.000","Sendo","null","null","null","null","",""
"Nhà cửa đời sống","Trang trí Nội thất","Đèn chiếu sáng","Đèn chiếu sáng  LIOA","BÓNG TUÝP LED LIOA LED1M2","https://img.sosanhgia.com/images/500x0/78298261bf534f79992c143d5c21acee/bong-tuyp-led-lioa-led1m2.jpeg","LIOA","Tiết kiệm đến 80% điện năng tiêu thụ\n Thân thiện với môi trường\n An toàn cho người dùng","184.000","Sendo","null","null","null","null","",""
"Nhà cửa đời sống","Trang trí Nội thất","Đèn chiếu sáng","Đèn chiếu sáng  LIOA","ĐÈN LED HƯỚNG SÁNG LIOA LI-SD3U/150W/BT","https://img.sosanhgia.com/images/500x0/3fe1e70468ea43e58cb071d7ab8aae50/den-led-huong-sang-lioa-lisd3u150wbt.jpeg","LIOA","Kiểu dáng công nghiệp hiện đại\n Tuổi thọ đèn cao\n Lắp đặt dễ dàng","5.610.000","Tiki","null","null","null","null","",""
"Nhà cửa đời sống","Trang trí Nội thất","Tranh","Decal dán tường","Decal Vườn thú EB156","https://img.sosanhgia.com/images/500x0/c12c6d1eff5b480698d2855d626e3e77/decal-vuon-thu-eb156.jpeg","BinBin","- Được làm từ nhựa PVC không độc hại\n - Giấy dán dày, có độ bám cao\n - Màu sắc lâu phai, bền đẹp\n - Không gây bẩn tường, lau nước thoải mái","85.000","Tiki","3","3","85.000","115.000","Decal dán tường  BinBin",""
"Nhà cửa đời sống","Trang trí Nội thất","Tranh","Decal dán tường","Decal cô gái bên cửa sổ PK142","https://img.sosanhgia.com/images/500x0/0c70acc2b71a454da33610f375a28ad0/decal-co-gai-ben-cua-so-pk142.jpeg","BinBin","- Được làm từ chất liệu nhựa PVC bền bỉ\n - Sử dụng keo có độ kết dính tốt, an toàn cho tường nhà\n - Góp phần mang đến nét thư thái vào không gian sống","59.000","Tiki","4","3","59.000","75.000","Decal dán tường  BinBin",""
"Nhà cửa đời sống","Tân trang nhà cửa","Pin","Pin Sony","Pin Sony SR716SW","https://img.sosanhgia.com/images/500x0/eda5d7d7e43d4a7488f0976a73deda96/pin-sony-sr716sw.jpeg","Sony","","35.000","Shopee","9","3","35.000","237.228","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Máy khoan","Máy khoan  C-MART","Máy khoan C-mart W0024","https://img.sosanhgia.com/images/500x0/8d599ab9225c450d93c952d745deeab9/may-khoan-c-mart-w0024.jpg","C-MART","","700.000","Lazada","null","null","null","null","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Máy khoan","Máy khoan MAXPRO","MÁY KHOAN MAXPRO MPCD12VDQFLI","https://img.sosanhgia.com/images/500x0/048d6bba56ea487da0da211d00582c3e/may-khoan-maxpro-mpcd12vdqfli2.jpeg","MAXPRO","Tốc độ khoan cấp 1: 0-350 vòng/phút\n Tốc độ khoan cấp 2: 0-1.100 vòng/phút\n Đường kính mũi: 0.8 - 10mm","1.100.000","Lazada","5","3","1.100.000","1.280.000","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Máy khoan","Máy khoan MAXPRO","Máy khoan pin Maxpro MPCD18VDQFLi","https://img.sosanhgia.com/images/500x0/3263d313b05945509fe12922cdfc3527/may-khoan-pin-maxpro-mpcd18vdqfli.jpeg","MAXPRO","","2.100.000","Shopee","3","3","2.100.000","2.360.000","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Tân trang nhà cửa  MAXPRO","","MÁY THỔI BỤI MAXPRO MPPB400","https://img.sosanhgia.com/images/500x0/1b95f7ca537a40f1b9455e44a24312a6/may-thoi-bui-maxpro-mppb400.jpeg","MAXPRO","Công suất: 400W\n Tốc độ: 14000 vòng/phút\n Thể tích: 3.0 m³/ phút","326.000","Lazada","10","3","326.000","420.000","",""
"Kỹ thuật số","Đĩa game","Đĩa game Sony","","Đĩa game Sony Yakuza 6 The Song of Life","https://img.sosanhgia.com/images/500x0/d16e0a68957a460d933754223ba154d5/dia-game-sony-yakuza-6-the-song-of-life.jpeg","Sony","","900.000","Lazada","1","1","999.000","0","",""
"Nhà cửa đời sống","Trang trí Nội thất","Tủ - kệ - giỏ - hộp","Tủ - kệ - giỏ - hộp  Lock&Lock","HỘP NHỰA ĐA NĂNG 2 TẦNG LOCK&LOCK THB606","https://img.sosanhgia.com/images/500x0/c6b56b4bc23d422b966eb7b664c27018/hop-nhua-da-nang-2-tang-locklock-thb606.jpeg","Lock&Lock","Kích thước: 21,5cm x 14,5cm x 8cm\n Chất liệu: nhựa PP\n Trọng lượng: 150gram","69.000","Shopee","6","3","69.000","99.000","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Mũi khoan - Lưỡi cắt","Mũi khoan - Lưỡi cắt  Bosch","Đĩa mài Bosch 2608600017 100mm","https://img.sosanhgia.com/images/500x0/cdc26ad9674d476794703a848f7d9106/dia-mai-bosch-2608600017-100mm.jpeg","Bosch","Đường kính 100mm\n\nBề dày 6mm\n\nỨng dụng trên bề mặt sắt","15.000","Sendo","7","4","15.000","55.000","",""
